Attrs.Name.Value,Attrs.Name Kana.Value,Attrs.Address.Value,Attrs.Latitude.Value,Attrs.Longitude.Value,Attrs.Telephone Number.Value,Attrs.City.Value,Attrs.City Code.Value,Attrs.Prefecture.Value,Attrs.Max Occupancy Capacity.Value
吾妻農村広場,アヅマノウソンヒロバ,長崎県雲仙市吾妻町田之平名200-3,32.8378254,130.1965022,,雲仙市,422134,長崎県,300
和板集会施設,ワイタシュウカイシセツ,豊玉町和坂110-1,34.38449915,129.3400786,,対馬市,422096,長崎県,18
唐比公民館,カラココウミンカン,長崎県諫早市森山町唐比東326,32.79833333,130.1313889,%280957%2922-1500,諫早市,422045,長崎県,53人%282平方ﾒｰﾄﾙあたり1人%29
唐洲生活館,カラスセイカツカン,豊玉町唐洲67-2先埋立地,34.35607604,129.2485295,,対馬市,422096,長崎県,39
唐舟志生活館,トウシュウシセイカツカン,上対馬町唐舟志271-1,34.6193282,129.4748231,0920-86-3483,対馬市,422096,長崎県,27
喜々津中学校 屋内運動場,キキツチュウガッコウオクナイウンドウジョウ,長崎県諫早市多良見町中里30,32.82694444,129.9747222,%280957%2943-0024,諫早市,422045,長崎県,475人%282平方ﾒｰﾄﾙあたり1人%29
喜々津小学校 屋内運動場,キキツショウガッコウオクナイウンドウジョウ,長崎県諫早市多良見町中里27,32.82611111,129.9758333,%280957%2943-0018,諫早市,422045,長崎県,285人%282平方ﾒｰﾄﾙあたり1人%29
喜々津東小学校 屋内運動場,キキツヒガシショウガッコウオクナイウンドウジョウ,長崎県諫早市多良見町シーサイド1-286,32.83861111,129.9925,%280957%2943-4343,諫早市,422045,長崎県,330人%282平方ﾒｰﾄﾙあたり1人%29
国立佐世保工業高等専門学校,コクリツサセボコウギョウコウトウセンモンガッコウ,長崎県佐世保市沖新町1-1,33.14858219,129.748591,0956-34-8406,佐世保市,422029,長崎県,5100
国立佐世保工業高等専門学校,コクリツサセボコウギョウコウトウセンモンガッコウ,長崎県佐世保市沖新町1-1,33.14938972,129.7487212,0956-34-8406,佐世保市,422029,長崎県,510
国見中学校,クニミチュウガッコウ,長崎県雲仙市国見町土黒乙370,32.86681667,130.2882417,,雲仙市,422134,長崎県,560
国見体育館,クニミタイイクカン,長崎県雲仙市国見町土黒乙392－1,32.86751111,130.2889083,,雲仙市,422134,長崎県,659
国見武道館,クニミブドウカン,長崎県雲仙市国見町神代丙269－1,32.86898889,130.2717472,,雲仙市,422134,長崎県,342
国見町文化会館（まほろば）,クニミチョウブンカカイカン（マホロバ）,長崎県雲仙市国見町土黒甲1079-1,32.87320556,130.3021667,,雲仙市,422134,長崎県,1106
国見町総合福祉センター,クニミチョウソウゴウフクシセンター,長崎県雲仙市国見町土黒甲1063,32.87324722,130.3028528,,雲仙市,422134,長崎県,109
国見総合運動公園,クニミソウゴウウンドウコウエン,長崎県雲仙市国見町神代丙1230-1,32.85720296,130.2677083,,雲仙市,422134,長崎県,31000
国見農村環境改善センター,クニミノウソンカンキョウカイゼンセンター,長崎県雲仙市国見町土黒甲1079,32.87296667,130.3014167,,雲仙市,422134,長崎県,407
土井ノ浦地区集会所,ドイノウラチクシュウカイショ,長崎県南松浦郡新上五島町若松郷833番地2地先,32.866868,129.009581,,新上五島町,424111,長崎県,75
土黒小学校,ヒジクロショウガッコウ,長崎県雲仙市国見町土黒乙100,32.86741667,130.294875,,雲仙市,422134,長崎県,348
地域交流センター,チイキコウリュウセンター,長崎県北松浦郡佐々町本田原免123,33.238351,129.652394,%280956%2962-6294,佐々町,423912,長崎県,
地域福祉センターしおさい,チイキフクシセンターシオサイ,長崎県南松浦郡新上五島町奈良尾郷1069番地1,32.84853365,129.0557543,,新上五島町,424111,長崎県,100
地域福祉センターふれあい,チイクフクシセンターフレアイ,長崎県南松浦郡新上五島町有川郷2360番地8,32.979418,129.110148,,新上五島町,424111,長崎県,100
坂下公園,サカシタコウエン,長崎県長崎市芒塚町260-2付近,32.753359,129.928869,,長崎市,422011,長崎県,
坊ノ前公園,ボウノマエコウエン,長崎県西彼杵郡時津町浜田郷1643-4,32.829172,129.85343,,時津町,423084,長崎県,
坊田区公民館,ボウダクコウミンカン,長崎県平戸市田平町小手田免1118-4・1119-1,33.3529188,129.5813146,-,平戸市,422070,長崎県,339
城ノ辻公園,シロノツジコウエン,長崎県長崎市矢上町44,32.779193,129.949722,,長崎市,422011,長崎県,9238
城山公園,ジョウヤマコウエン,松浦市星鹿町岳崎免2283番地12,33.38728611,129.682188,-,松浦市,422088,長崎県,-
城山公園,シロヤマコウエン,長崎県長崎市城山町28,32.773452,129.856441,,長崎市,422011,長崎県,3588
城山台公園,シロヤマダイコウエン,長崎県長崎市城山台2-27,32.770317,129.839548,,長崎市,422011,長崎県,3385
城栄公園,ジョウエイコウエン,長崎県長崎市城栄町6,32.777500,129.858999,,長崎市,422011,長崎県,1524
堂崎公民館,ドウザキコウミンカン,有家町原尾584番地1,32.67346646,130.3424107,0957-82-8540,南島原市,422142,長崎県,30
堂崎公民館,ドウザキコウミンカン,有家町石田5番地1,32.66866127,130.3316293,0957-82-8540,南島原市,422142,長崎県,200
堂崎小学校,ドウザキショウガッコウ,有家町大苑720番地,32.67356631,130.3364391,,南島原市,422142,長崎県,300
堤地区集会所,ツツミチクシュウカイショ,長崎県南松浦郡新上五島町間伏郷897番地,32.87912012,128.974681,,新上五島町,424111,長崎県,47
報徳会館,ホウトクカイカン,長崎県南松浦郡新上五島町立串郷1331番地7,33.075374,129.107643,,新上五島町,424111,長崎県,40
堺目地区活性化センター,サカイメチクカッセイカセンター,長崎県平戸市生月町里免3849-1,33.39224689,129.4266081,-,平戸市,422070,長崎県,533
壱岐の島ホール,イキノシマホール,壱岐市郷ノ浦町本村触445番地1,33.7489052,129.6873319,0920-47-4111,壱岐市,422100,長崎県,
壱岐商業高校,イキショウギョウコウコウ,壱岐市勝本町新城西触282番地,33.83247263,129.7137693,0920-42-0033,壱岐市,422100,長崎県,
壱岐島開発総合センター,イキトウカイハツソウゴウセンター,壱岐市芦辺町諸吉大石触197番地,33.80649484,129.7435732,0920-45-3693,壱岐市,422100,長崎県,
壱岐市渡良事務所,イキシワタラジムショ,壱岐市郷ノ浦町渡良南触422番地1,33.75589556,129.661776,0920-47-0801,壱岐市,422100,長崎県,
壱岐西部開発総合センター,イキセイブカイハツソウゴウセンター,壱岐市勝本町西戸触182番地5,33.84869318,129.6922246,,壱岐市,422100,長崎県,
壱岐高等学校,イキコウトウガッコウ,壱岐市郷ノ浦町片原触88番地,33.746053,129.692889,0920-47-0082,壱岐市,422100,長崎県,
夕日の広場駐車場,ユウヒノヒロバチュウシャジョウ,長崎県雲仙市小浜町北本町14－3,32.73029239,130.2065258,,雲仙市,422134,長崎県,50
外海中学校グランド,ソトメチュウガッコウグランド,長崎県長崎市西出津町1633,32.847514,129.702700,,長崎市,422011,長崎県,4160
外海総合公園,ソトメソウゴウコウエン,長崎県長崎市下黒崎町252-1,32.840123,129.721211,,長崎市,422011,長崎県,6138
外海運動公園,ソトメウンドウコウエン,長崎県長崎市神浦夏井町391付近,32.876956,129.681115,,長崎市,422011,長崎県,5148
外海黒崎小学校グランド,ソトメクロサキショウガッコウグランド,長崎県長崎市下黒崎町1428,32.835481,129.716224,,長崎市,422011,長崎県,3510
外濠公園,ソトボリコウエン,長崎県五島市池田町1357、1413、1414番地,32.692487,128.848209,,五島市,422118,長崎県,
外目区公民館,ソトメクコウミンカン,長崎県平戸市田平町下寺免1801-2・1828-8,33.32765206,129.5677142,,平戸市,422070,長崎県,114
多以良体育館,タイラタイイクカン,長崎県西海市大瀬戸町多以良内郷2170,32.968966,129.645832,%280959%2937-0079,西海市,422126,長崎県,590
多以良地区公民館,タイラチクコウミンカン,長崎県西海市大瀬戸町多以良内郷2167,32.969221,129.645934,%280959%2937-0079,西海市,422126,長崎県,425
多以良西公園,タイラニシコウエン,長崎県長崎市多以良町2110-43付近,32.824473,129.781679,,長崎市,422011,長崎県,
多以良運動場,タイラウンドウジョウ,長崎県西海市大瀬戸町多以良内郷2170,32.967802,129.645745,%280959%2937-0079,西海市,422126,長崎県,"2,941"
多比良地区馬場集落センター,タイラチクババシュウラクセンター,長崎県国見町多比良丙698番地2,32.86258611,130.3008556,,雲仙市,422134,長崎県,126
多比良小学校,タイラショウガッコウ,長崎県雲仙市国見町多比良丙724,32.86134167,130.30225,,雲仙市,422134,長崎県,308
多目的研修集会施設,タモクテキケンシュウシュウカイシセツ,長崎県五島市三井楽町濱ノ畔521番地,32.75109947,128.683282,,五島市,422118,長崎県,250
多良見体育センター,タラミタイイクセンター,長崎県諫早市多良見町化屋1808-1,32.83138889,129.9825,%280957%2943-5490,諫早市,422045,長崎県,920人%282平方ﾒｰﾄﾙあたり1人%29
多良見多目的研修館,タラミタモクテキケンシュウカン,長崎県諫早市多良見町舟津1140,32.85888889,129.9280556,%280957%2944-1832,諫早市,422045,長崎県,252人%282平方ﾒｰﾄﾙあたり1人%29
多良見大草集落センター,タラミオオクサシュウラクセンター,長崎県諫早市多良見町野副17-1,32.84611111,129.9541667,%280957%2943-4679,諫早市,422045,長崎県,112人%282平方ﾒｰﾄﾙあたり1人%29
大三東小学校,オオミサキショウガッコウ,島原市有明町大三東丙582-1,32.8425,130.3394444,%280957%2968-0030,島原市,422037,長崎県,1077
大中尾二区公民館前グランド,オオナカオニクコウミンカンマエグランド,長崎県長崎市神浦上大中尾町351付近,32.888443,129.709391,,長崎市,422011,長崎県,800
大串小学校体育館,オオグシショウガッコウタイイクカン,長崎県西海市西彼町平山郷2333,32.999191,129.731094,%280959%2937-0077,西海市,422126,長崎県,355
大串小学校運動場,オオグシショウガッコウウンドウジョウ,長崎県西海市西彼町平山郷2333,32.999052,129.730449,%280959%2937-0077,西海市,422126,長崎県,"1,875"
大久保団地集会所,オオクボダンチシュウカイショ,長崎県平戸市田平町大久保免41,33.36670087,129.589898,0950-22-4111,平戸市,422070,長崎県,171
大久保小学校,オオクボショウガッコウ,長崎県佐世保市東大久保町9-10,33.17793108,129.7099476,0956-22-4034,佐世保市,422029,長崎県,290
大久保小学校,オオクボショウガッコウ,長崎県佐世保市東大久保町9-10,33.17824116,129.7103097,0956-22-4034,佐世保市,422029,長崎県,2340
大園公園,オオゾノコウエン,長崎県西彼杵郡時津町浜田郷844,32.830397,129.86641,,時津町,423084,長崎県,
大塔公園,ダイトウコウエン,長崎県佐世保市大塔町2394-9,33.14500294,129.7797931,0956-24-1111,佐世保市,422029,長崎県,9000
大塔小学校,ダイトウショウガッコウ,長崎県佐世保市もみじが丘町6745,33.16092036,129.7750772,0956-33-8125,佐世保市,422029,長崎県,4390
大塔小学校,ダイトウショウガッコウ,長崎県佐世保市もみじが丘町6745,33.16146289,129.7743844,0956-33-8125,佐世保市,422029,長崎県,530
大塚小学校,オオツカショウガッコウ,長崎県雲仙市吾妻町永中名54,32.83551111,130.1804472,,雲仙市,422134,長崎県,247
大増地区ｺﾐｭﾆﾃｨｰ消防ｾﾝﾀｰ,オオマスチクコミュニティーショウボウセンター,上対馬町大増1087-1,34.6240664,129.4364014,0920-86-3783,対馬市,422096,長崎県,42
大宮公園,オオミヤコウエン,長崎県佐世保市稲荷町190,33.15727465,129.7370074,0956-24-1111,佐世保市,422029,長崎県,900
大山公園,オオヤマコウエン,松浦市福島町端免1517番地1,33.38210137,129.8286635,-,松浦市,422088,長崎県,-
大山生活館,オヤマセイカツカン,美津島町大山171,34.3310314,129.3492642,,対馬市,422096,長崎県,29
大岳台第三公園,オオタケダイダイサンコウエン,長崎県佐世保市大岳台町2-605,33.14568344,129.7640191,0956-24-1111,佐世保市,422029,長崎県,4650
大岳台第二公園,オオタケダイダイニコウエン,長崎県佐世保市大岳台町2-389,33.14867833,129.762646,0956-24-1111,佐世保市,422029,長崎県,1050
大島中央運動公園,オオシマチュウオウウンドウコウエン,長崎県西海市大島町1823-5,33.03991,129.62177,%280959%2937-0079,西海市,422126,長崎県,"4,275"
大島中学校,オオシマチュウガッコウ,長崎県平戸市大島村前平2037-1,33.48186919,129.5489997,0950-55-2043,平戸市,422070,長崎県,630
大島中学校グラウンド,オオシマチュウガッコウグラウンド,長崎県平戸市大島村前平2037-1,33.48147546,129.5490158,0950-55-2043,平戸市,422070,長崎県,
大島体育館,オオシマタイイクカン,長崎県西海市大島町1812-8,33.036114,129.624753,%280959%2937-0079,西海市,422126,長崎県,340
大島保健センター,オオシマホケンセンター,長崎県西海市大島町1820,33.039432,129.623411,%280959%2937-0067,西海市,422126,長崎県,49
大島僻地保健福祉館,オオシマヘキチフクシカン,壱岐市郷ノ浦町大島607番地,33.739171,129.6377126,,壱岐市,422100,長崎県,
大島地区活性化センター,オオシマチクカッセイカセンター,長崎県平戸市大島村的山川内790-1,33.48753506,129.5295585,,平戸市,422070,長崎県,351
大島小学校,オオシマショウガッコウ,長崎県平戸市大島村前平2749,33.48143966,129.5471275,0950-55-2004,平戸市,422070,長崎県,1266
大島小学校グラウンド,オオシマショウガッコウグラウンド,長崎県平戸市大島村前平2749,33.48132333,129.5476693,0950-55-2004,平戸市,422070,長崎県,
大島村保育所,オオシマムラホイクショ,長崎県平戸市大島村前平2737,33.48068839,129.5487621,0950-55-2006,平戸市,422070,長崎県,
大島村公民館,オオシマムラコウミンカン,長崎県平戸市大島村前平1840-1,33.47991765,129.5547599,0950-55-2511,平戸市,422070,長崎県,433
大島村漁業協同組合大根坂漁民センター,オオシマムラギョギョウキョウドウクミアイオオネザカギョミンセンター,長崎県平戸市大島村大根坂2292-22,33.49344543,129.553455,0950-55-2374,平戸市,422070,長崎県,385
大島村漁業協同組合的山漁村センター,オオシマムラギョギョウキョウドウクミアイアヅチギョソンセンター,長崎県平戸市大島村的山川内330-3,33.48409226,129.5292942,0950-55-2531,平戸市,422070,長崎県,351
大島東小学校体育館,オオシマヒガシショウガッコウタイイクカン,長崎県西海市大島町2147-3,33.033775,129.622685,%280959%2937-0077,西海市,422126,長崎県,300
大島東小学校運動場,オオシマヒガシショウガッコウウンドウジョウ,長崎県西海市大島町2147-3,33.033403,129.623577,%280959%2937-0077,西海市,422126,長崎県,"4,442"
大島西小学校体育館,オオシマニシショウガッコウタイイクカン,長崎県西海市大島町7720,33.051782,129.610405,%280959%2937-0077,西海市,422126,長崎県,300
大島西小学校運動場,オオシマニシショウガッコウウンドウジョウ,長崎県西海市大島町7720,33.050966,129.611205,%280959%2937-0077,西海市,422126,長崎県,"3,410"
大島農村勤労福祉センター,オオシマノウソンキンロウフクシセンター,長崎県西海市大島町1818-1,33.039863,129.622592,%280959%2937-0079,西海市,422126,長崎県,130
大島離島開発総合センター,オオシマリトウカイハツソウゴウセンター,長崎県西海市大島町1815,33.040129,129.623041,%280959%2937-0079,西海市,422126,長崎県,300
大島高齢者生活福祉センター,オオシマコウレイシャセイカツフクシセンター,長崎県平戸市大島村前平2727,33.48024823,129.5476596,0950-55-2100,平戸市,422070,長崎県,
大崎体育館,オオサキタイイクカン,松浦市御厨町高野免627番地,33.356702,129.643296,0956-75-0033,松浦市,422088,長崎県,500
大崎公園,オオサキコウエン,長崎県佐世保市針尾北町2157-9,33.11850777,129.7482513,0956-24-1111,佐世保市,422029,長崎県,25000
大崎区公民館,オオサキクコウミンカン,長崎県平戸市田平町大久保免829,33.37786957,129.592489,-,平戸市,422070,長崎県,81
大崎高等学校体育館,オオサキコウトウガッコウタイイクカン,長崎県西海市大島町3468-1,33.02798,129.58785,%28095%29894-3323,西海市,422126,長崎県,492
大川原第一公会堂,オオカワラダイイチコウカイドウ,長崎県平戸市大川原町568-3,33.24904517,129.4858637,-,平戸市,422070,長崎県,239
大川田公園,オオカワダコウエン,長崎県大村市大川田町875-4,32.94194444,129.9472222,0957-53-4111,大村市,422053,長崎県,想定なし
大平地区集会所,オオビラチクシュウカイショ,長崎県南松浦郡新上五島町西神ノ浦郷50番地80、88,32.920083,129.002849,,新上五島町,424111,長崎県,52
大曽公民館,オオソコウミンカン,長崎県南松浦郡新上五島町青方郷2088番地8,32.986825,129.050029,,新上五島町,424111,長崎県,20
大村公園,オオムラコウエン,長崎県大村市玖島一丁目43,32.89861111,129.9594444,0957-53-4111,大村市,422053,長崎県,想定なし
大村純忠史跡公園,オオムラスミタダシセキコウエン,長崎県大村市荒瀬町1116,32.93972222,129.9672222,0957-53-4111,大村市,422053,長崎県,想定なし
大根坂公民館,オオネザカコウミンカン,長崎県平戸市大島村大根坂2158-1,33.49569196,129.5523108,,平戸市,422070,長崎県,385
大正小学校,タイショウショウガッコウ,長崎県雲仙市瑞穂町古部甲81,32.85856389,130.2265028,,雲仙市,422134,長崎県,187
大水集会所,オオミズシュウカイショ,長崎県南松浦郡新上五島町曽根郷436番地2,33.073225,129.098781,,新上五島町,424111,長崎県,50
大浜公園,オオハマコウエン,長崎県長崎市大浜町850-29,32.744833,129.831663,,長崎市,422011,長崎県,1269
大浜地区公民館,オオハマチクコウミンカン,長崎県五島市小泊町315番1号,32.649879,128.81552,,五島市,422118,長崎県,60
大浜財産区管理センター,オオハマザイサンクカンリセンター,長崎県五島市浜町７３番地１,32.650764,128.814342,,五島市,422118,長崎県,26
大浦地区集会所,オオウラチクシュウカイショ,長崎県南松浦郡新上五島町宿ノ浦郷684番地1,32.891633,129.064159,,新上五島町,424111,長崎県,20
大浦地区集会施設,オオウラチクシュウカイシセツ,上対馬町大浦23-2地先,34.67262053,129.4341736,0920-86-2921,対馬市,422096,長崎県,56
大潟公園,オオガタコウエン,長崎県佐世保市大潟町135,33.18305562,129.6593235,0956-24-1111,佐世保市,422029,長崎県,1050
大瀬戸コミュニティセンター,オオセトコミュニティセンター,長崎県西海市大瀬戸町瀬戸樫浦郷2222,32.933406,129.643235,%280959%2937-0079,西海市,422126,長崎県,300
大瀬戸中学校体育館,オオセトチュウガッコウタイイクカン,長崎県西海市大瀬戸町瀬戸樫浦郷1624,32.939922,129.652411,%280959%2937-0077,西海市,422126,長崎県,200
大瀬戸中学校運動場,オオセトチュウガッコウウンドウジョウ,長崎県西海市大瀬戸町瀬戸樫浦郷1624,32.939838,129.653211,%280959%2937-0077,西海市,422126,長崎県,"7,189"
大瀬戸保健センター,オオセトホケンセンター,長崎県西海市大瀬戸町瀬戸板浦郷1128-14,32.942923,129.638591,%280959%2937-0067,西海市,422126,長崎県,107
大瀬戸小学校体育館,オオセトショウガッコウタイイクカン,長崎県西海市大瀬戸町瀬戸樫浦郷2161,32.934042,129.643831,%280959%2937-0077,西海市,422126,長崎県,200
大瀬戸小学校運動場,オオセトショウガッコウウンドウジョウ,長崎県西海市大瀬戸町瀬戸樫浦郷2161,32.934485,129.643949,%280959%2937-0077,西海市,422126,長崎県,"3,321"
大瀬戸社会福祉センター,オオセトシャカイフクシセンター,長崎県西海市大瀬戸町多以良内郷434-2,32.95865,129.64497,%280959%2937-0168,西海市,422126,長崎県,483
大瀬戸総合運動公園体育館,オオセトソウゴウウンドウコウエンタイイクカン,長崎県西海市大瀬戸町瀬戸西濱郷950,32.936682,129.654705,%280959%2937-0076,西海市,422126,長崎県,500
大瀬戸総合運動公園陸上競技場,オオセトソウゴウウンドウコウエンリクジョウキョウギジョウ,長崎県西海市大瀬戸町瀬戸西濱郷950,32.938653,129.655676,%280959%2937-0076,西海市,422126,長崎県,"8,620"
大瀬良公民館,オオゼラコウミンカン,長崎県南松浦郡新上五島町東神ノ浦郷247番地244,32.93774854,129.0925322,,新上五島町,424111,長崎県,32
大瀬良新生館,オオゼラシンセイカン,長崎県南松浦郡新上五島町立串郷1682番地1,33.084656,129.111108,,新上五島町,424111,長崎県,13
大綱ふれあいｾﾝﾀｰ,オオツナフレアイセンター,豊玉町大綱631,34.41605142,129.2858232,,対馬市,422096,長崎県,39
大船越へき地保育所,オオフナコシヘキチホイクショ,美津島町大船越391-8,34.28132225,129.3549986,0920-54-2824,対馬市,422096,長崎県,33
大船越中学校,オオフナコシチュウガッコウ,美津島町大船越607,34.27484547,129.3598088,0920-54-2234,対馬市,422096,長崎県,140
大船越中学校体育館,オオフナコシチュウガッコウタイイクカン,美津島町大船越607,34.27442939,129.3601484,,対馬市,422096,長崎県,337
大船越小学校,オオフナコシショウガッコウ,美津島町大船越563,34.27594099,129.3583782,0920-54-2094,対馬市,422096,長崎県,138
大船越小学校体育館,オオフナコシショウガッコウタイイクカン,美津島町大船越563,34.27609614,129.3587537,,対馬市,422096,長崎県,183
大草小学校 屋内運動場,オオクサショウガッコウオクナイウンドウジョウ,長崎県諫早市多良見町野副59,32.84555556,129.9533333,%280957%2943-1231,諫早市,422045,長崎県,322人%282平方ﾒｰﾄﾙあたり1人%29
大調体育館,オオツキタイイクカン,厳原町久根田舎670,34.17728702,129.19633,,対馬市,422096,長崎県,285
大谷公園体育館,オオヤコウエンタイイクカン,壱岐市郷ノ浦町田中触1223番地,33.75972621,129.6957324,0920-47-3611,壱岐市,422100,長崎県,
大越公園,オオコエコウエン,長崎県西彼杵郡長与町本川内郷1103-2,32.836963,129.902053,,長与町,423076,長崎県,606
大野中学校,オオノチュウガッコウ,長崎県佐世保市松瀬町838,33.21037561,129.7267925,0956-49-5158,佐世保市,422029,長崎県,630
大野中学校,オオノチュウガッコウ,長崎県佐世保市松瀬町838,33.21042582,129.7276582,0956-49-5158,佐世保市,422029,長崎県,4100
大野地区コミュニティセンター,オオノチクコミュニティセンター,長崎県佐世保市田原町13-29,33.20851444,129.7211671,0956-49-6589,佐世保市,422029,長崎県,360
大野小学校,オオノショウガッコウ,長崎県佐世保市原分町1,33.2101433,129.7256363,0956-49-3111,佐世保市,422029,長崎県,4280
大野小学校,オオノショウガッコウ,長崎県佐世保市原分町1,33.2102372,129.7262134,0956-49-3111,佐世保市,422029,長崎県,700
大野木場小学校,オオノコバショウガッコウ,深江町戊3243番地,32.73505172,130.3381956,,南島原市,422142,長崎県,280
大野木場砂防監視所（砂防みらい館）,オオノコバサボウカンシジョ（サボウミライカン）,深江町戊2100番地1,32.74573013,130.3397098,0957-72-2499,南島原市,422142,長崎県,156
大黒公園,ダイコクコウエン,長崎県佐世保市大黒町62-6,33.15600113,129.7358895,0956-24-1111,佐世保市,422029,長崎県,800
天主公園,テンシュコウエン,長崎県長崎市平和町7,32.776520,129.866983,,長崎市,422011,長崎県,3729
天満宮公園,テンマングウコウエン,長崎県西彼杵郡長与町高田郷1264-1,32.818007,129.868756,,長与町,423076,長崎県,11996
天満宮公園,テンマングウコウエン,長崎県長崎市矢上町4,32.773034,129.949416,,長崎市,422011,長崎県,8751
天神公園,テンジンコウエン,長崎県佐世保市天神町1131,33.14824104,129.7318147,0956-24-1111,佐世保市,422029,長崎県,18500
天神小学校,テンジンショウガッコウ,長崎県佐世保市天神一丁目11-13,33.14945533,129.7391754,0956-31-7722,佐世保市,422029,長崎県,2910
天神小学校,テンジンショウガッコウ,長崎県佐世保市天神一丁目11-13,33.15009687,129.7390298,0956-31-7722,佐世保市,422029,長崎県,470
天神籠公園,テンジンコモリコウエン,長崎県長崎市界2-9,32.756870,129.942738,,長崎市,422011,長崎県,2394
太田区コミュニティセンター,オオタクコミュニテュセンター,長崎県南松浦郡新上五島町太田郷1670番地10,32.956681,129.148407,,新上五島町,424111,長崎県,151
太田尾港緑地公園,オオタオコウリョクチコウエン,長崎県長崎市太田尾町2674付近,32.728572,129.940741,,長崎市,422011,長崎県,
奈摩地区水産物荷捌所・漁民研修集会施設,ナマチクスイサンブツニサバキショ・ギョミンケンシュウシュウカイシセツ,長崎県南松浦郡新上五島町奈摩郷162番地78,33.019014,129.070827,,新上五島町,424111,長崎県,82
奈摩老人クラブ,ナマロウジンクラブ,長崎県南松浦郡新上五島町奈摩郷159番地10,33.017165,129.071192,,新上五島町,424111,長崎県,22
奈留テニスコート,ナルテニスコート,長崎県五島市奈留町浦468番地71,32.836167,128.932462,0959-64-3344,五島市,422118,長崎県,
奈留保健センター,ナルホケンセンター,長崎県五島市奈留町浦547番地14,32.839575,128.928252,0959-64-4753,五島市,422118,長崎県,90
奈留小中学校体育館・武道館,ナルショウチュウガッコウタイイクカン・ブドウカン,長崎県五島市奈留町浦1225番地1,32.83108969,128.9314522,0959-64-2004,五島市,422118,長崎県,250
奈留総合グラウンドサブグラウンド,ナルソウゴウグラウンドサブグラウンド,長崎県五島市奈留町浦619番地33,32.840389,128.928081,0959-64-3344,五島市,422118,長崎県,
奈留総合体育館,ナルソウゴウタイイクカン,長崎県五島市奈留町浦468番地182,32.836558,128.932465,0959-64-3344,五島市,422118,長崎県,200
奈良尾支所,ナラオシショ,長崎県南松浦郡新上五島町奈良尾郷379番地,32.83997957,129.0608988,0959-44-1111,新上五島町,424111,長崎県,150
奈良尾総合体育館,ナラオソウゴウタイイクカン,長崎県南松浦郡新上五島町奈良尾郷473番地3,32.839915,129.06329,,新上五島町,424111,長崎県,630
奥山運動公園,オクヤマウンドウコウエン,長崎県長崎市本河内4-2379-1付近,32.757712,129.918079,,長崎市,422011,長崎県,
奥浦公民館,オクウラコウミンカン,長崎県南松浦郡新上五島町阿瀬津郷554番地4,32.962366,129.103512,,新上五島町,424111,長崎県,25
奥浦小学校体育館,オクウラショウガッコウタイイクカン,長崎県五島市奥浦町1316番地1,32.73699794,128.827679,,五島市,422118,長崎県,80
女の都東公園,メノトヒガシコウエン,長崎県西彼杵郡長与町吉無田郷,32.804920,129.881201,,長崎市,422011,長崎県,2285
女護島ふれあいｾﾝﾀｰ,メゴシマフレアイセンター,美津島町久須保668-1,34.30021563,129.3566204,,対馬市,422096,長崎県,32
女連地区集会施設,ウナツラチクシュウカイシセツ,上県町女連147,34.50804332,129.3039493,,対馬市,422096,長崎県,31
妙見公園,ミョウケンコウエン,長崎県佐世保市高梨町446,33.17524494,129.727008,0956-24-1111,佐世保市,422029,長崎県,1150
嬉里中央公園,ウレリチュウオウコウエン,長崎県西彼杵郡長与町嬉里郷3100-2,32.828516,129.874729,,長与町,423076,長崎県,1033
宇久中学校,ウクチュウガッコウ,長崎県佐世保市宇久町平2303,33.26717137,129.1308272,0959-57-2007,佐世保市,422029,長崎県,1670
宇久中学校,ウクチュウガッコウ,長崎県佐世保市宇久町平2303,33.26747496,129.1313114,0959-57-2007,佐世保市,422029,長崎県,240
宇久地区コミュニティセンター,ウクチクコミュニティセンター,長崎県佐世保市宇久町平2691,33.26648322,129.1302021,0959-57-2607,佐世保市,422029,長崎県,210
宇久小学校,ウクショウガッコウ,長崎県佐世保市宇久町平2690,33.26619734,129.131057,0959-57-3141,佐世保市,422029,長崎県,2400
宇久小学校,ウクショウガッコウ,長崎県佐世保市宇久町平2690,33.26631204,129.1304541,0959-57-3141,佐世保市,422029,長崎県,290
宇久町総合公園,ウクチョウソウゴウコウエン,長崎県佐世保市宇久町小浜3096-48外,33.26016118,129.1188039,0956-24-1111,佐世保市,422029,長崎県,42500
安中公民館,アンナカコウミンカン,島原市大下町丙1114-1,32.754211,130.36291,%280957%2963-2253,島原市,422037,長崎県,190
安中運動広場,アンナカウンドウヒロバ,島原市新湊2-丙1692-4,32.75961,130.361445,,島原市,422037,長崎県,2100
安神自治公民館,アガミジチコウミンカン,厳原町安神460,34.1453445,129.2730989,0920-52-2305,対馬市,422096,長崎県,25
宝亀第２公会堂,ホウキダイニコウカイドウ,長崎県平戸市宝亀町973-1,33.30653516,129.513651,-,平戸市,422070,長崎県,447
宮の下公園,ミヤノシタコウエン,長崎県長崎市今博多町,32.750478,129.882795,,長崎市,422011,長崎県,1448
宮の浦漁民研修センター,ミヤノウラギョミンケンシュウセンター,長崎県平戸市野子町1044-15,33.19242133,129.3593351,0950-27-1144,平戸市,422070,長崎県,402
宮中学校,ミヤチュウガッコウ,長崎県佐世保市城間町338,33.08722381,129.8154072,0956-59-2054,佐世保市,422029,長崎県,3790
